protocol,session,mode,payload,bytes,n,warmup_n,order_index,mean_us,p50_us,p95_us,p99_us,ci95_lo_us,ci95_hi_us
E1_corrected,s04,approval,1KiB,1024,1000,200,0,13.806,13.138,19.589,24.146,13.114,13.161
E1_corrected,s04,otp,128B,128,1000,200,1,11.908,11.832,12.041,13.782,11.827,11.837
E1_corrected,s04,anon,128B,128,1000,200,2,13.910,13.497,15.211,24.233,13.488,13.506
E1_corrected,s04,anon,16KiB,16384,1000,200,3,160.965,157.857,168.474,229.437,157.748,157.984
E1_corrected,s04,otp,16KiB,16384,1000,200,4,29.911,29.067,32.068,42.733,29.054,29.081
E1_corrected,s04,approval,128B,128,1000,200,5,11.903,11.809,12.016,13.828,11.804,11.814
E1_corrected,s04,otp,1KiB,1024,1000,200,6,13.025,12.895,13.223,16.193,12.888,12.903
E1_corrected,s04,approval,16KiB,16384,1000,200,7,35.984,29.041,32.232,56.197,29.024,29.061
E1_corrected,s04,direct,1KiB,1024,1000,200,8,13.168,12.903,14.193,19.978,12.894,12.910
E1_corrected,s04,anon,1KiB,1024,1000,200,9,22.274,22.062,22.973,27.095,22.047,22.073
E1_corrected,s04,direct,16KiB,16384,1000,200,10,35.621,29.024,31.883,41.147,29.010,29.036
E1_corrected,s04,direct,128B,128,1000,200,11,11.873,11.743,11.937,13.973,11.739,11.749
