protocol,session,mode,payload,bytes,n,warmup_n,order_index,mean_us,p50_us,p95_us,p99_us,ci95_lo_us,ci95_hi_us
E1_corrected,s10,anon,128B,128,1000,200,0,13.849,13.557,14.652,19.167,13.543,13.567
E1_corrected,s10,direct,16KiB,16384,1000,200,1,37.082,29.112,31.980,45.235,29.103,29.122
E1_corrected,s10,otp,16KiB,16384,1000,200,2,30.656,29.188,33.475,43.655,29.165,29.211
E1_corrected,s10,approval,1KiB,1024,1000,200,3,13.150,12.967,13.555,15.900,12.957,12.976
E1_corrected,s10,direct,1KiB,1024,1000,200,4,13.086,12.921,13.279,17.909,12.915,12.931
E1_corrected,s10,approval,16KiB,16384,1000,200,5,35.868,29.083,32.479,44.994,29.073,29.103
E1_corrected,s10,approval,128B,128,1000,200,6,11.968,11.867,12.066,14.260,11.862,11.872
E1_corrected,s10,anon,1KiB,1024,1000,200,7,22.615,22.254,24.059,31.687,22.231,22.272
E1_corrected,s10,otp,1KiB,1024,1000,200,8,13.160,12.929,13.723,17.620,12.921,12.936
E1_corrected,s10,anon,16KiB,16384,1000,200,9,160.787,158.377,169.126,221.141,158.175,158.549
E1_corrected,s10,direct,128B,128,1000,200,10,11.958,11.833,12.207,14.383,11.828,11.840
E1_corrected,s10,otp,128B,128,1000,200,11,12.099,11.823,12.778,17.962,11.817,11.829
