mode,bytes,iterations,stage,mean_us,p50_us,p95_us
direct,128,1000,validate,7.950,7.316,11.990
direct,128,1000,authorize,0.102,0.094,0.167
direct,128,1000,execute,4.854,4.538,7.009
direct,128,1000,filter,0.021,0.020,0.030
direct,128,1000,total,12.928,11.986,19.231
direct,1024,1000,validate,7.351,7.234,7.459
direct,1024,1000,authorize,0.093,0.088,0.113
direct,1024,1000,execute,5.591,5.520,5.732
direct,1024,1000,filter,0.022,0.020,0.039
direct,1024,1000,total,13.057,12.865,13.407
direct,16384,1000,validate,7.991,7.368,9.607
direct,16384,1000,authorize,0.098,0.089,0.135
direct,16384,1000,execute,29.111,21.642,24.288
direct,16384,1000,filter,0.024,0.021,0.040
direct,16384,1000,total,37.225,29.116,34.043
approval,128,1000,validate,7.419,7.254,7.683
approval,128,1000,authorize,0.095,0.088,0.119
approval,128,1000,execute,4.577,4.463,4.643
approval,128,1000,filter,0.020,0.019,0.022
approval,128,1000,total,12.111,11.830,12.583
approval,1024,1000,validate,7.296,7.207,7.384
approval,1024,1000,authorize,0.094,0.090,0.116
approval,1024,1000,execute,5.593,5.534,5.684
approval,1024,1000,filter,0.021,0.020,0.028
approval,1024,1000,total,13.003,12.857,13.196
approval,16384,1000,validate,7.659,7.346,8.804
approval,16384,1000,authorize,0.096,0.089,0.127
approval,16384,1000,execute,28.185,21.645,23.551
approval,16384,1000,filter,0.024,0.021,0.040
approval,16384,1000,total,35.964,29.094,32.669
otp,128,1000,validate,7.290,7.227,7.377
otp,128,1000,authorize,0.090,0.085,0.107
otp,128,1000,execute,4.487,4.449,4.543
otp,128,1000,filter,0.020,0.020,0.021
otp,128,1000,total,11.887,11.785,12.020
otp,1024,1000,validate,7.424,7.268,7.618
otp,1024,1000,authorize,0.096,0.093,0.118
otp,1024,1000,execute,5.638,5.529,5.748
otp,1024,1000,filter,0.021,0.020,0.031
otp,1024,1000,total,13.180,12.914,13.895
otp,16384,1000,validate,7.631,7.321,8.807
otp,16384,1000,authorize,0.095,0.088,0.123
otp,16384,1000,execute,22.603,21.638,23.625
otp,16384,1000,filter,0.023,0.021,0.039
otp,16384,1000,total,30.351,29.078,32.784
anon,128,1000,validate,7.430,7.322,7.654
anon,128,1000,authorize,0.106,0.110,0.126
anon,128,1000,execute,4.545,4.476,4.591
anon,128,1000,filter,1.680,1.650,1.733
anon,128,1000,total,13.762,13.554,14.302
anon,1024,1000,validate,7.462,7.365,7.609
anon,1024,1000,authorize,0.098,0.092,0.117
anon,1024,1000,execute,5.551,5.512,5.626
anon,1024,1000,filter,9.156,9.104,9.422
anon,1024,1000,total,22.267,22.081,23.077
anon,16384,1000,validate,7.975,7.535,9.714
anon,16384,1000,authorize,0.110,0.096,0.153
anon,16384,1000,execute,22.247,21.615,23.379
anon,16384,1000,filter,129.897,128.281,136.386
anon,16384,1000,total,160.229,157.734,169.102
