mode,bytes,iterations,stage,mean_us,p50_us,p95_us
direct,128,1000,validate,7.474,7.211,8.266
direct,128,1000,authorize,0.069,0.065,0.082
direct,128,1000,execute,4.594,4.483,4.780
direct,128,1000,filter,0.021,0.020,0.022
direct,128,1000,total,12.158,11.778,13.324
direct,1024,1000,validate,7.404,7.146,8.468
direct,1024,1000,authorize,0.069,0.065,0.079
direct,1024,1000,execute,5.630,5.452,5.890
direct,1024,1000,filter,0.021,0.020,0.022
direct,1024,1000,total,13.123,12.678,14.516
direct,16384,1000,validate,9.335,7.212,10.740
direct,16384,1000,authorize,0.076,0.068,0.116
direct,16384,1000,execute,22.117,21.232,23.782
direct,16384,1000,filter,0.022,0.021,0.028
direct,16384,1000,total,31.549,28.519,34.856
approval,128,1000,validate,7.156,7.079,7.276
approval,128,1000,authorize,0.068,0.065,0.084
approval,128,1000,execute,4.392,4.348,4.459
approval,128,1000,filter,0.020,0.019,0.021
approval,128,1000,total,11.636,11.511,12.006
approval,1024,1000,validate,7.305,7.146,8.401
approval,1024,1000,authorize,0.068,0.065,0.079
approval,1024,1000,execute,5.507,5.433,5.644
approval,1024,1000,filter,0.020,0.020,0.022
approval,1024,1000,total,12.900,12.663,14.113
approval,16384,1000,validate,8.047,7.226,7.677
approval,16384,1000,authorize,0.069,0.065,0.081
approval,16384,1000,execute,21.375,21.127,22.833
approval,16384,1000,filter,0.021,0.021,0.023
approval,16384,1000,total,29.512,28.454,30.581
otp,128,1000,validate,7.246,7.143,7.465
otp,128,1000,authorize,0.067,0.064,0.078
otp,128,1000,execute,4.436,4.362,4.581
otp,128,1000,filter,0.020,0.020,0.021
otp,128,1000,total,11.770,11.583,12.926
otp,1024,1000,validate,7.482,7.328,7.715
otp,1024,1000,authorize,0.068,0.065,0.079
otp,1024,1000,execute,5.701,5.554,5.832
otp,1024,1000,filter,0.021,0.020,0.022
otp,1024,1000,total,13.272,12.953,14.271
otp,16384,1000,validate,8.494,7.268,7.951
otp,16384,1000,authorize,0.068,0.065,0.081
otp,16384,1000,execute,21.359,21.169,22.587
otp,16384,1000,filter,0.022,0.021,0.024
otp,16384,1000,total,29.943,28.521,30.487
anon,128,1000,validate,7.375,7.266,7.550
anon,128,1000,authorize,0.078,0.080,0.092
anon,128,1000,execute,4.485,4.432,4.549
anon,128,1000,filter,1.637,1.624,1.692
anon,128,1000,total,13.574,13.396,14.682
anon,1024,1000,validate,7.488,7.353,7.676
anon,1024,1000,authorize,0.076,0.072,0.094
anon,1024,1000,execute,5.545,5.508,5.638
anon,1024,1000,filter,9.113,9.061,9.424
anon,1024,1000,total,22.222,22.002,23.611
anon,16384,1000,validate,8.812,7.423,8.855
anon,16384,1000,authorize,0.082,0.079,0.104
anon,16384,1000,execute,21.391,21.165,22.684
anon,16384,1000,filter,126.932,126.428,131.221
anon,16384,1000,total,157.217,155.290,161.490
