protocol,session,mode,payload,bytes,n,warmup_n,order_index,mean_us,p50_us,p95_us,p99_us,ci95_lo_us,ci95_hi_us
E1_corrected,s09,anon,16KiB,16384,1000,200,0,159.560,156.985,162.620,221.349,156.838,157.160
E1_corrected,s09,approval,1KiB,1024,1000,200,1,13.140,12.876,13.275,19.647,12.869,12.882
E1_corrected,s09,otp,16KiB,16384,1000,200,2,30.829,29.100,39.838,48.271,29.088,29.114
E1_corrected,s09,anon,1KiB,1024,1000,200,3,22.482,22.215,23.039,27.918,22.203,22.235
E1_corrected,s09,approval,16KiB,16384,1000,200,4,35.963,29.037,32.013,61.229,29.020,29.056
E1_corrected,s09,direct,1KiB,1024,1000,200,5,12.971,12.787,13.362,16.200,12.781,12.794
E1_corrected,s09,otp,128B,128,1000,200,6,11.993,11.778,12.271,16.295,11.772,11.784
E1_corrected,s09,otp,1KiB,1024,1000,200,7,13.056,12.883,13.183,15.930,12.875,12.889
E1_corrected,s09,direct,128B,128,1000,200,8,11.962,11.814,12.058,14.334,11.809,11.819
E1_corrected,s09,approval,128B,128,1000,200,9,11.988,11.847,12.075,14.156,11.841,11.853
E1_corrected,s09,direct,16KiB,16384,1000,200,10,36.377,29.013,31.704,57.097,29.003,29.029
E1_corrected,s09,anon,128B,128,1000,200,11,13.821,13.665,13.977,15.958,13.659,13.675
