protocol,session,mode,payload,bytes,n,warmup_n,order_index,mean_us,p50_us,p95_us,p99_us,ci95_lo_us,ci95_hi_us
E1_corrected,s01,direct,1KiB,1024,1000,200,0,13.435,13.338,13.704,16.259,13.315,13.354
E1_corrected,s01,direct,128B,128,1000,200,1,11.776,11.671,12.001,14.206,11.661,11.681
E1_corrected,s01,direct,16KiB,16384,1000,200,2,36.830,29.137,31.994,40.825,29.046,29.292
E1_corrected,s01,approval,1KiB,1024,1000,200,3,13.160,13.103,13.399,15.314,13.091,13.111
E1_corrected,s01,anon,1KiB,1024,1000,200,4,22.626,22.421,24.770,26.441,22.403,22.439
E1_corrected,s01,approval,128B,128,1000,200,5,11.978,11.954,12.220,13.806,11.948,11.961
E1_corrected,s01,otp,128B,128,1000,200,6,11.949,11.916,12.153,13.668,11.907,11.925
E1_corrected,s01,approval,16KiB,16384,1000,200,7,35.738,29.345,31.476,37.605,29.317,29.370
E1_corrected,s01,otp,16KiB,16384,1000,200,8,30.139,29.357,31.195,36.880,29.315,29.392
E1_corrected,s01,otp,1KiB,1024,1000,200,9,13.144,13.052,13.512,15.758,13.042,13.060
E1_corrected,s01,anon,16KiB,16384,1000,200,10,163.684,161.537,170.393,220.980,161.293,161.813
E1_corrected,s01,anon,128B,128,1000,200,11,13.722,13.569,14.036,16.266,13.562,13.574
