protocol,session,mode,payload,bytes,n,warmup_n,order_index,mean_us,p50_us,p95_us,p99_us,ci95_lo_us,ci95_hi_us
E2_armC_randomized_none,s3,approval,16KiB,16384,1000,0,0,37.441,29.032,33.007,94.969,29.013,29.050
E2_armC_randomized_none,s3,anon,128B,128,1000,0,1,13.914,13.774,14.219,18.048,13.763,13.783
E2_armC_randomized_none,s3,direct,16KiB,16384,1000,0,2,31.343,29.640,34.364,68.045,29.623,29.653
E2_armC_randomized_none,s3,otp,16KiB,16384,1000,0,3,31.525,29.660,33.554,59.459,29.641,29.685
E2_armC_randomized_none,s3,direct,128B,128,1000,0,4,11.981,11.903,12.137,14.219,11.895,11.910
E2_armC_randomized_none,s3,anon,16KiB,16384,1000,0,5,164.671,163.206,169.864,200.192,162.869,163.371
E2_armC_randomized_none,s3,otp,128B,128,1000,0,6,12.097,11.967,12.289,14.739,11.960,11.973
E2_armC_randomized_none,s3,anon,1KiB,1024,1000,0,7,22.846,22.611,23.725,26.884,22.591,22.634
E2_armC_randomized_none,s3,direct,1KiB,1024,1000,0,8,13.420,13.301,13.763,16.219,13.252,13.332
E2_armC_randomized_none,s3,otp,1KiB,1024,1000,0,9,13.320,13.146,13.493,18.110,13.139,13.154
E2_armC_randomized_none,s3,approval,1KiB,1024,1000,0,10,13.217,13.093,13.466,15.518,13.079,13.105
E2_armC_randomized_none,s3,approval,128B,128,1000,0,11,12.082,11.996,12.289,14.108,11.990,12.004
