mode,bytes,iterations,stage,mean_us,p50_us,p95_us
direct,128,1000,validate,7.580,7.515,7.782
direct,128,1000,authorize,0.086,0.084,0.102
direct,128,1000,execute,4.686,4.636,4.793
direct,128,1000,filter,0.021,0.021,0.022
direct,128,1000,total,12.374,12.278,12.974
approval,16384,1000,validate,8.264,7.525,9.098
approval,16384,1000,authorize,0.095,0.087,0.126
approval,16384,1000,execute,29.113,21.746,24.150
approval,16384,1000,filter,0.024,0.022,0.028
approval,16384,1000,total,37.495,29.413,33.121
otp,1024,1000,validate,7.550,7.454,7.729
otp,1024,1000,authorize,0.086,0.083,0.098
otp,1024,1000,execute,5.761,5.676,5.852
otp,1024,1000,filter,0.025,0.022,0.026
otp,1024,1000,total,13.422,13.240,13.781
otp,16384,1000,validate,7.856,7.479,10.009
otp,16384,1000,authorize,0.096,0.084,0.126
otp,16384,1000,execute,23.040,22.058,24.653
otp,16384,1000,filter,0.024,0.022,0.030
otp,16384,1000,total,31.017,29.678,34.678
anon,128,1000,validate,7.474,7.448,7.577
anon,128,1000,authorize,0.085,0.084,0.088
anon,128,1000,execute,4.535,4.523,4.588
anon,128,1000,filter,1.682,1.677,1.725
anon,128,1000,total,13.776,13.741,13.935
direct,1024,1000,validate,8.433,7.464,12.665
direct,1024,1000,authorize,0.101,0.082,0.181
direct,1024,1000,execute,6.272,5.663,8.702
direct,1024,1000,filter,0.025,0.022,0.041
direct,1024,1000,total,14.831,13.227,21.537
otp,128,1000,validate,7.515,7.416,7.616
otp,128,1000,authorize,0.081,0.080,0.088
otp,128,1000,execute,4.616,4.575,4.650
otp,128,1000,filter,0.021,0.021,0.023
otp,128,1000,total,12.232,12.096,12.346
direct,16384,1000,validate,8.238,7.546,11.630
direct,16384,1000,authorize,0.093,0.083,0.143
direct,16384,1000,execute,29.520,22.095,30.487
direct,16384,1000,filter,0.025,0.023,0.038
direct,16384,1000,total,37.876,29.774,42.483
approval,1024,1000,validate,7.485,7.423,7.569
approval,1024,1000,authorize,0.079,0.078,0.088
approval,1024,1000,execute,5.664,5.638,5.732
approval,1024,1000,filter,0.021,0.021,0.024
approval,1024,1000,total,13.250,13.162,13.411
anon,1024,1000,validate,7.608,7.570,7.738
anon,1024,1000,authorize,0.088,0.085,0.103
anon,1024,1000,execute,5.636,5.618,5.722
anon,1024,1000,filter,9.274,9.258,9.503
anon,1024,1000,total,22.605,22.551,23.101
anon,16384,1000,validate,7.914,7.676,8.647
anon,16384,1000,authorize,0.094,0.090,0.113
anon,16384,1000,execute,22.501,21.991,23.447
anon,16384,1000,filter,130.384,130.279,133.442
anon,16384,1000,total,160.893,160.230,164.486
approval,128,1000,validate,7.380,7.355,7.478
approval,128,1000,authorize,0.083,0.082,0.090
approval,128,1000,execute,4.551,4.532,4.608
approval,128,1000,filter,0.022,0.022,0.025
approval,128,1000,total,12.037,11.999,12.168
