mode,bytes,iterations,stage,mean_us,p50_us,p95_us
direct,16384,1000,validate,8.153,7.515,10.667
direct,16384,1000,authorize,0.081,0.071,0.137
direct,16384,1000,execute,29.564,22.092,27.000
direct,16384,1000,filter,0.024,0.022,0.042
direct,16384,1000,total,37.822,29.764,38.038
direct,1024,1000,validate,7.190,7.119,7.296
direct,1024,1000,authorize,0.069,0.068,0.083
direct,1024,1000,execute,5.432,5.394,5.535
direct,1024,1000,filter,0.020,0.019,0.021
direct,1024,1000,total,12.712,12.600,12.942
approval,16384,1000,validate,7.641,7.280,8.942
approval,16384,1000,authorize,0.079,0.070,0.104
approval,16384,1000,execute,28.111,21.517,23.627
approval,16384,1000,filter,0.023,0.022,0.030
approval,16384,1000,total,35.853,28.913,32.898
approval,1024,1000,validate,7.416,7.250,7.624
approval,1024,1000,authorize,0.072,0.068,0.089
approval,1024,1000,execute,5.669,5.580,5.829
approval,1024,1000,filter,0.021,0.020,0.022
approval,1024,1000,total,13.177,12.909,14.208
otp,1024,1000,validate,7.202,7.117,7.469
otp,1024,1000,authorize,0.068,0.066,0.083
otp,1024,1000,execute,5.527,5.425,5.669
otp,1024,1000,filter,0.022,0.020,0.021
otp,1024,1000,total,12.819,12.619,13.497
approval,128,1000,validate,7.225,7.114,7.687
approval,128,1000,authorize,0.071,0.065,0.083
approval,128,1000,execute,4.434,4.369,4.658
approval,128,1000,filter,0.020,0.020,0.021
approval,128,1000,total,11.749,11.554,12.901
anon,128,1000,validate,7.221,7.115,7.418
anon,128,1000,authorize,0.075,0.072,0.092
anon,128,1000,execute,4.431,4.377,4.511
anon,128,1000,filter,1.620,1.607,1.678
anon,128,1000,total,13.347,13.158,14.258
otp,16384,1000,validate,7.397,7.216,8.328
otp,16384,1000,authorize,0.074,0.068,0.091
otp,16384,1000,execute,21.981,21.112,22.847
otp,16384,1000,filter,0.022,0.021,0.024
otp,16384,1000,total,29.474,28.412,31.068
anon,16384,1000,validate,7.722,7.377,8.892
anon,16384,1000,authorize,0.083,0.077,0.110
anon,16384,1000,execute,21.943,21.255,22.925
anon,16384,1000,filter,126.978,125.823,131.924
anon,16384,1000,total,156.726,154.733,163.698
otp,128,1000,validate,7.346,7.226,7.505
otp,128,1000,authorize,0.069,0.067,0.078
otp,128,1000,execute,4.476,4.412,4.585
otp,128,1000,filter,0.020,0.020,0.022
otp,128,1000,total,11.911,11.741,12.402
direct,128,1000,validate,7.112,7.035,7.353
direct,128,1000,authorize,0.068,0.067,0.072
direct,128,1000,execute,4.428,4.386,4.514
direct,128,1000,filter,0.020,0.019,0.022
direct,128,1000,total,11.627,11.505,12.375
anon,1024,1000,validate,7.432,7.300,7.757
anon,1024,1000,authorize,0.081,0.074,0.096
anon,1024,1000,execute,5.519,5.451,5.633
anon,1024,1000,filter,9.042,8.952,9.357
anon,1024,1000,total,22.074,21.803,23.287
