mode,bytes,iterations,stage,mean_us,p50_us,p95_us
direct,128,1000,validate,7.439,7.272,7.581
direct,128,1000,authorize,0.079,0.073,0.094
direct,128,1000,execute,4.596,4.548,4.746
direct,128,1000,filter,0.021,0.020,0.021
direct,128,1000,total,12.134,11.906,12.683
direct,1024,1000,validate,7.455,7.420,7.579
direct,1024,1000,authorize,0.091,0.092,0.107
direct,1024,1000,execute,5.682,5.662,5.782
direct,1024,1000,filter,0.037,0.039,0.041
direct,1024,1000,total,13.265,13.209,13.460
direct,16384,1000,validate,7.840,7.345,7.830
direct,16384,1000,authorize,0.081,0.072,0.101
direct,16384,1000,execute,29.174,21.603,23.501
direct,16384,1000,filter,0.022,0.021,0.027
direct,16384,1000,total,37.117,29.042,31.659
approval,128,1000,validate,7.542,7.202,9.288
approval,128,1000,authorize,0.141,0.082,0.109
approval,128,1000,execute,4.635,4.455,5.838
approval,128,1000,filter,0.021,0.020,0.025
approval,128,1000,total,12.339,11.753,15.734
approval,1024,1000,validate,7.362,7.241,7.405
approval,1024,1000,authorize,0.080,0.076,0.097
approval,1024,1000,execute,5.601,5.578,5.715
approval,1024,1000,filter,0.021,0.020,0.022
approval,1024,1000,total,13.064,12.917,13.195
approval,16384,1000,validate,7.625,7.316,8.728
approval,16384,1000,authorize,0.083,0.075,0.110
approval,16384,1000,execute,28.238,21.586,23.464
approval,16384,1000,filter,0.023,0.022,0.038
approval,16384,1000,total,35.970,29.009,32.432
otp,128,1000,validate,7.313,7.222,7.387
otp,128,1000,authorize,0.079,0.073,0.101
otp,128,1000,execute,4.435,4.422,4.510
otp,128,1000,filter,0.021,0.020,0.024
otp,128,1000,total,11.849,11.740,12.008
otp,1024,1000,validate,7.382,7.226,7.463
otp,1024,1000,authorize,0.074,0.070,0.089
otp,1024,1000,execute,5.630,5.562,5.707
otp,1024,1000,filter,0.020,0.020,0.022
otp,1024,1000,total,13.106,12.885,13.279
otp,16384,1000,validate,7.580,7.291,8.872
otp,16384,1000,authorize,0.080,0.073,0.107
otp,16384,1000,execute,22.592,21.590,23.547
otp,16384,1000,filter,0.027,0.022,0.043
otp,16384,1000,total,30.280,28.984,32.071
anon,128,1000,validate,7.554,7.267,7.740
anon,128,1000,authorize,0.084,0.080,0.111
anon,128,1000,execute,4.652,4.569,4.816
anon,128,1000,filter,1.695,1.682,1.764
anon,128,1000,total,13.986,13.604,14.904
anon,1024,1000,validate,7.394,7.302,7.616
anon,1024,1000,authorize,0.090,0.089,0.107
anon,1024,1000,execute,5.597,5.554,5.770
anon,1024,1000,filter,9.391,9.216,9.768
anon,1024,1000,total,22.472,22.167,23.372
anon,16384,1000,validate,7.714,7.402,8.757
anon,16384,1000,authorize,0.098,0.091,0.138
anon,16384,1000,execute,22.426,21.544,23.236
anon,16384,1000,filter,129.987,129.018,134.064
anon,16384,1000,total,160.226,158.259,165.523
